Supplier Code,Brand,Task Code,Purchase Code,Contact Information,Company Name,Country,Website,Description,Fisrt Communicated By,store link
S-847,FANXSTAR,TDR-588,,Wechat Num:,"Fanxstar Technology Co., Ltd.",China,,Alibaba-8 years,Henry,
S-848,Westermo,1212,,Wechat Num:173 1631 7396,"Shanghai Jiage Electronic Technology Co., Ltd.",China,,wecaht -12 years,Hana ,
S-849,Fatek,1217,,Wechat Num:18221778937,"Shanghai Zhanxia Industrial Co., Ltd.",China,,wechat - 12 years,Hana,
S-85,Fatek,1217,,Wechat Num:158 214 28 665,"Shanghai Kaili Mechanical and Electrical Equipment Co., Ltd.",China,,wechat -10 years,Hana,
S-850,pro-face,1220,,Wechat Num:13120600359,"Shanghai Kunsu Automation System Co., Ltd.",China ,,wechat- ,Alexander-Hana ,
S-851,Finder,TDR-593,,Wechat Num: 18926061910 ,"Shenzhen Finder Electronic Technology Co., Ltd.",China ,,1688- 13 years,Henry,https://shop1364456526933.1688.com/
S-852,Finder,TDR-593,,Wechat ID: DKAY369,"Shenzhen Yixinyi Technology Co., Ltd.",China ,951485246@qq.com,1688- 4 years,Henry,https://www.1688.com/factory/b2b-2212807136390e5f01.html
S-853,Siemens,1235,,Wechat Num:18616518050,"Shanghai Qijie Mechanical and Electrical Equipment Co., Ltd.",China ,,1688- 17 years,peter ,https://changeburner.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-854,Siemens,1235,,Wechat Num:1872170 3778,"Shanghai Tongpei Trading Co., Ltd.",China ,,1688- 8 years,peter ,https://air.1688.com/app/ocms-fusion-components-1688/def_cbu_web_im/index.html?touid=cnalichn%E4%B8%8A%E6%B5%B7%E9%80%9A%E9%85%8D%E8%B4%B8%E6%98%93%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&siteid=cnalichn&status=1&portalId=&gid=&offerId=843794997414&itemsId=&spmid=a261y.25179003.0&sourceValue=%7B%22offerId%22%253A%22843794997414%22%252C%22targetLoginId%22%253A%22%E4%B8%8A%E6%B5%B7%E9%80%9A%E9%85%8D%E8%B4%B8%E6%98%93%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%22%252C%22sourceType%22%253A%22pcOD%22%252C%22source%22%253A%22od%22%7D#/
S-855,Siemens,1235,,Wechat Num:18117579919,"Dingyan Energy Technology (Shanghai) Co., Ltd.",China ,,1688- 13 years,peter ,https://detail.1688.com/offer/641525239817.html?spm=a26352.13672862.offerlist.18.61911e62ipGv0B
S-856,Advantech,TDR-594,,Wechat Num: 15101151831,"Beijing Kangtai Bokong Technology Co., Ltd.",China ,,1688- 18 years,Henry,https://www.1688.com/factory/bjxtyx.html
S-857,Advantech,TDR-594,,Wechat Num: 18067952909,"Hangzhou Tiandi Industrial Control Technology Co., Ltd.",China ,,1688- 15 years,Henry,https://www.1688.com/factory/hztddz.html
S-858,Advantech,TDR-594,,Wechat Num: 13266745908,-,China ,,1688- 13 years,Henry,
S-859,Fanuc,1229,,Wechat Num:18028979350,"Dongguan Tommy CNC Machine Tool Spare Parts Co., Ltd.",China,,Wecha,Alexander Lee,
S-860,OTRDR,TDR-596,,Wechat Num: 18319311371,"Shenzhen Jinzhi Optoelectronics Technology Co., Ltd.",China,,1688- 11 years,Henry,https://www.1688.com/factory/b2b-1989978612.html
S-861,OTRDR,TDR-596,,Wechat Num: 15818549583,"Shenzhen Juxianli Technology Co., Ltd.",China,,1688- 11 years,Henry,https://juqianli168.1688.com/
S-862,Schneider. Sick,1222,,Wechat Num: 18850109669,"Fuzhou Wanyitong Electromechanical Co., Ltd.",China,,1688- 4 years,Henry,https://detail.1688.com/offer/719106361065.html?share_token=QKNoJllIkYvXEsMINt0W+tsDO9ZIRIeVYO+ixBTLCVInU/uE9r+ghw==&__share_id=96c205b3-8ad1-41eb-8220-56baa0a3c5e9&rpg-cnt=share.offerDetail&offerId=719106361065&__zhi_token=YCL1jSy96bqaj&spm=a262eq.8992535/20250728.5103953.0
S-863,ABB,1272,,Wechat Num:13859681713,"Ningde Aokexi Technology Co., Ltd.",China,,wechat - 3 years,,
S-864,Mitsubishi,1250,,Wechat Num:15920125841,"Guangzhou Lingkong Automation Technology Co., Ltd.",China,,wechat - 9years,,
S-865,Caterpillar,tdr597,,Wechat Num:15715703894,"Hangzhou Hongsheng Engineering Machinery Co., Ltd.",China,,1688- 3 years,peter ,https://detail.1688.com/offer/715470567888.html?spm=a26352.13672862.offerlist.78.711d1e6295wj0o
S-866,Caterpillar,tdr597,red bull,Wechat Num:18854738886,"Jieyu (Shandong) Engineering Machinery Co., Ltd.",China,,1688- 1 year,peter ,https://detail.1688.com/offer/923268193094.html?spm=a26352.13672862.offerlist.13.711d1e6295wj0o
S-867,KRAUS AND NAIMER,tdr608,,Wechat Num: 13918555202,"Shanghai Gongwu Electric Co., Ltd.",China,,wechat - 13 years,,
S-868,SIEMENS,1261,,Wechat Num: 15072356084,"Wuhan Hongchuang Weiye Technology Co., Ltd.",China,,1688- 15 years,peter ,https://detail.1688.com/offer/693374587638.html?spm=a26352.13672862.offerlist.55.2bcd1e62jDdQ0a
S-869,SIEMENS,1262,,Wechat Num: 13636605914,"Shanghai Nain Automation Technology Co., Ltd.",China,,1688- 8 years,peter ,https://detail.1688.com/offer/571561081295.html?spm=a26352.13672862.offerlist.13.4bf51e62PU80U8
S-870,SIBA,TDR-610,,Wechat Num: 13437135148,"Wuhan Huineng Juyuan Electric Co., Ltd",China,,1688- 2 years,Henry,https://shop4804l92900466.1688.com/
S-871,SIBA,TDR-610,,Wechat Num: 15159801286,Kunshan Yushan Town South China Trading Company,China,,1688- 2 years,Henry,https://shop3344b484a6b64.1688.com/
S-872,SIBA,TDR-610,,Wechat Num: 17679076369,"Shenzhen Ylhm Technology Co., Ltd.",China,,Alibaba- 4 years,Henry,https://ylhmtech.en.alibaba.com/index.html?spm=a2700.details.0.0.32103e2bwHd9vT&from=detail&productId=1601245943276
S-873,SIEMENS,1280,,Wechat Num: 13597077271,"Shanghai Xutian Automation Technology Co., Ltd.",China,,1688- 5 years,peter ,https://detail.1688.com/offer/800560656003.html?spm=a26352.13672862.offerlist.5.3c691e62mA60tS
S-874,SIEMENS,1280,,Wechat Num: 18077003624,"Guangxi Hannobang Automation Technology Co., Ltd.",China,,1688- 3 years,peter ,https://detail.1688.com/offer/801218552168.html?spm=a26352.13672862.offerlist.17.3c691e62mA60tS
S-875,EATON,1288,,Wechat Num: 15021198977   ,"Shanghai Cangling Electric Co., Ltd.",China,,1688- 13 years,Henry,https://www.1688.com/factory/lmc834026692.html
S-876,SIEMENS,tdr 606,,Wechat Num: 15359257375,"Xiamen Rongfeng Electrical Equipment Co., Ltd.",China,,1688- 3 years,peter ,https://detail.1688.com/offer/957599717440.html?spm=a26352.13672862.offerlist.1.15f91e62BfVJhR
S-877,KRAUS AND NAIMER,tdr608,,Wechat Num: 13553002421,"Chengdu Putian Mechanical and Electrical Equipment Co., Ltd.",China,,Wechat- 8 years,Hana,
S-878,Baker Houghes,1275,,Wechat Num: 18030170117,Amikon Limited,China,,Alibaba- 2 years,Henry,https://www.alibaba.com/product-detail/Brand-New-Original-Sealed-XMTC-62_1601533667435.html?spm=a2700.galleryofferlist.normal_offer.d_price.1e6513a0vpJ91F
S-879,Danfoss,1303,,Wechat Num: 13450460020,"Dongguan Ganghui Refrigeration Electrical and Mechanical Equipment Co., Ltd.",China,,wecaht- 19 years ,Hana,
S-880,Danfoss,1303,,Wechat Num: 19938090060,"Chongqing Sanliuling Refrigeration Equipment Co., Ltd.",China,,wechat- 11 years,Hana,
S-881,Danfoss,1303,,Wechat Num: 13918647448,"Shanghai Zhouyuan Refrigeration Equipment Engineering Co., Ltd.",China,,wechat - 12 years,Hana,
S-882,SIEMENS,1295,,Wechat Num: 18702049652,"Guangzhou Bingku Refrigeration Equipment Co., Ltd.",China,,1688- 8 years,peter ,https://detail.1688.com/offer/952607071737.html?spm=a26352.13672862.offerlist.1.2d151e62ON1SzP
S-883,SIEMENS,1284,,Wechat Num: 13605313716,"Zhaopai International Trade (shanghai) Co., Ltd.",China,,Alibaba- 2 years,peter ,https://zhaopai.en.alibaba.com/company_profile.html?spm=a2700.details.0.0.36073039rEAQbC
S-884, ION Science,1270,,Email Address: elliot.rosher@ionscience.com,ION Science Ltd,UK,,Main Company ,Alexander Lee,http://ionscience.com/
S-885,phoenix contact,1317,,Wechat Num: 13675118140,"Nanjing Shishuai Electronic Technology Co., Ltd.",China,,wechat - 7 years,Hana,
S-886,Allen Bradley,1314,,Wechat Num: 15900818299,"Shanghai Zhongwei Industrial Development Co., Ltd.",China ,,wecaht - 18 years,Hana ,
S-887,BARTEC,1331,,Wechat Num: 18602646699,"Tianjin Yatailong Thermal Control Technology Co., Ltd.",China ,,1688- 19 years,Henry,https://www.1688.com/factory/ytlrk.html
S-888,BARTEC,1331,,Wechat Num: 15900762872,"Shanghai Qi'an Automation Technology Co., Ltd.",China ,,1688- 18 years,Henry,https://kindlandchina.1688.com/
S-889,BARTEC,1331,,Wechat Num: DODEAL,"Dalian Multipoint Thermal Control Engineering Co., Ltd.",China ,,1688- 18 years,Henry ,https://dodealchina.1688.com/
S-89,Allen Bradley,1572,,Wechat Num: 18106967599,"Dongguan Legend Intelligent Technology Co., Ltd.",China,,wechat - 8 years,,
S-890,KUHNKE,TDR-635,,Wechat Num: 13901387001,"Beijing Tsinghua Huafeng Technology Co., Ltd.",China ,,1688- 9 years,Henry ,https://crouzetkuhnkecn.1688.com/
S-891,Allen Bradley,1336,,Wechat Num: 17712425467,"Wuxi Jieerte Automation Equipment Co., Ltd.",China ,,wechat -3 years,Hana ,
S-892,Allen Bradley,1336,,Wechat Num: 17856349908,"Wuxi Jieerte Automation Equipment Co., Ltd.",China ,,wechat -3 years,Hana,
S-893,Allen Bradley,1336,,Wechat Num: 18750246749,"Xiamen Yuanruixing Electronic Equipment Co., Ltd.",China ,,wechat - 2 years,Hana,
S-894,Allen Bradley,1336,,Wechat Num: 13328794171,"Xiamen Keyutong Technology Co., Ltd.",China,,wechat - 7 years,Hana ,
S-895,None,TDR-637,,Wechat Num: 13131793752,"Botou Chigo Valve Manufacturing Co., Ltd.",China,,1688- 6 years,Henry,https://www.1688.com/factory/b2b-2206946600447e808e.html
S-896,Yaskawa,1340,,Wechat Num: 15821274343,"Shanghai Kuangjiu Electromechanical Technology Co., Ltd.",China,,wechat - 9 years,Hana ,
S-897,Yaskawa,1340,,Wechat Num: 18818082350,"Hunan Hongnan Automation Equipment Co., Ltd.",China,,wechat - 7 years,Hana,
S-898,Yaskawa,1340,,Wechat Num:  13719267271,"Guangzhou Jingye Pump Valve Manufacturing Co., Ltd.",China,,wechat -10 years,Hana ,
S-899,Yaskawa,1340,,Wechat Num: 15013760996,"Shenzhen Jiexiang Automation Equipment Technology Co., Ltd.",China,,wechat - 9 years,Hana ,
S-900,None,TDR-637,,Wechat Num: 19932275752,Botou Tongshun Pump Valve Manufacturing Factory,China,,1688- 8 years,Henry,https://www.1688.com/factory/b2b-3828972465e8542.html
S-901,BARKSDALE,tdr-624,,Wechat Num: 18621061417,"Shanghai Kaihe Mechanical and Electrical Co., Ltd",China,,1688- 3 years,peter ,https://detail.1688.com/offer/695969098452.html?spm=a26352.13672862.offerlist.52.7f461e62Z6zQH1
S-902,HIOKI,1345,,Wechat Num: 13412250671,"Shenzhen Lixin Zhongke Integrated Technology Co., Ltd.",China,,1688- 7 years,Henry,https://lixin17.1688.com/
S-903,HIOKI,1345,,Wechat Num: 19921080698,"Shanghai Tongbei Testing Technology Co., Ltd.",China,,1688- 3 years,Henry,https://tongbeijc.1688.com/
S-904,Beckhoff   ,1366,,Wechat Num: 18926789697,"Shenzhen Beishangguang Technology Automation Equipment Co., Ltd.",China ,,wechat - 9 years,Hana,
S-905,Beckhoff   ,1366,,Wechat Num: 18036823812,"Suzhou Maohai Mechanical and Electrical Equipment Co., Ltd.",China ,,wechat -14 years,Hana ,
S-906,Beckhoff   ,1366,,Wechat Num: 18922808065,"Shenzhen Oumei Technology Co., Ltd.",China,,wechat- 14 years,Hana ,
S-907,Beckhoff   ,1366,,Wechat Num: 13823113204,"Shenzhen Ruidian Technology Co., Ltd.",China,,wechat - 12 years,Hana ,
S-908,Eagle Eye,TDR-631,,Wechat Num: 13312945213,"Shenzhen Meikeyi Technology Co., Ltd.",China,,1688- 10 years,Henry,https://shenzhenmky.1688.com/
S-909,Nightsearcher,TDR-630,,Wechat Num: 13827450276,Shenzhen Xinbeit Electronics,China,,1688 - Main Supplier,Alexander Lee,
S-910,Braun,TDR-641,,Tel Num: +82-31-410-1753,SVINC,Korea,bhjeon@svinc.co.kr,Agent,Henry, http://www.svinc.co.kr
S-911,Apollo Valve,TDR-645,,Wechat Num: 13301865030,"Shanghai Weiwu Cryogenic Vacuum Equipment Co., Ltd.",China,,1688- 16 years,Henry,https://www.1688.com/factory/wellservice2010.html
S-912,Versa,TDR-647,,Wechat ID: wxid_askq52vksqdo22,"Junwei Supply Chain (Shanghai) Co., Ltd.",China,,1688- 2 years,Henry,https://detail.1688.com/offer/862805640296.html
S-913,ABB,1405,,Wechat Num: 18965665185,"Quanzhou Zhongying Electric Co., Ltd.",China,,wechat - 8 years,Hana ,
S-914,ABB,1405,,Wechat Num: af2650,"Suzhou Yuanhui Shenyu Automation Technology Co., Ltd.",China,,wechat - 8 years,Hana,
S-915,Siemens,1415,,Wechat Num: 13601788850,"Shanghai Mingjiang Industry and Trade Co., Ltd.",China,,1688-12 years,Peter ,https://detail.1688.com/offer/798560030721.html?spm=a26352.13672862.offerlist.27.3ebe1e627NclkK
S-916,SIEMENS,1423,,Wechat Num: 15214385061,"Zhejiang Xinyi Automation Equipment Co., Ltd.",China,,1688-8 years,Peter ,https://detail.1688.com/offer/600232294776.html?spm=a26352.13672862.offerlist.5.318c1e624iWDo1
S-917,SIEMENS,1395,,Wechat Num: 13797009877,"Wuhan Wofoto Electric Co., Ltd.",China,,Alibaba -10 years ,Peter ,https://wofoto.en.alibaba.com/contactinfo.html?spm=a2700.shop_cp.88.61.79e1df856en9sd
S-918,SIEMENS,1429,,Wechat Num: 18773193115  ,"Changsha Nanyin Mechanical and Electrical Equipment Co., Ltd.",China,,1688-14 years,Peter ,https://detail.1688.com/offer/611902112170.html?spm=a26352.13672862.offerlist.1.710a1e62d9Kw1S
S-919,CKD,1393,,Wechat Num: 18028139309,"Foshan Yixingsheng Mechanical and Electrical Equipment Co., Ltd.",China,,wechat 10 years,Hana ,
S-920,Parker,1440,,Wechat Num: 13816604326,"Shanghai Aigu Automation Technology Co., Ltd.",China,,1688-11 years,Peter ,https://igoodauto.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-921,SIKO,1458,,Wechat Num:  13616111520,"Changzhou Legend CNC Equipment Co., Ltd.",China,,1688-13 years,Henry,https://czcqsk.1688.com/
S-922,SIKO,1458,,Wechat Num:  18829904277,"Dongguan Yilin E-Commerce Co., Ltd.",China,,1688-6 years,Henry,https://shop1404375411871.1688.com/
S-923,Vacon,1483,,Wechat Num: 13829313781,"Foshan Yongkong Automation Technology Co., Ltd.",China,,1688-2 years,Henry,https://shop1472403171386.1688.com/
S-924,UE,1493,,Wechat ID: UE_xaqksm,,China,,Wechat-,Henry,
S-925,Siemens,1530,,Wechat Num: GD18615611850,"Jinan Gongda Jieneng Technology Development Co., Ltd.",China,,1688-15 years,Peter ,https://www.1688.com/factory/jngdjn.html
S-926,STUBBE,TDR-688,,Wechat Num: 13621559497,"Suzhou Hengzhicheng Industrial Equipment Co., Ltd.",China,,1688-15 years,Henry,https://www.1688.com/factory/hzcpumps.html
S-927,STUBBE,TDR-688,,Wechat Num: 18721979616,"Shanghai Wensheng Machinery Equipment Co., Ltd.",China,,1688-16 years,Henry,https://wsjxsb.1688.com/
S-928,Megger,TDR-689,,Wechat Num: 13731499206,"Baoding Huazheng Electric Manufacturing Co., Ltd.",China,,1688-10 years,Henry,https://www.1688.com/factory/b2b-26447578565a296.html
S-929,Megger,TDR-689,,Wechat Num: 15101163931,"Beijing Kanggaote Instrument Equipment Co., Ltd.",China,,1688-6 years,Henry,https://www.1688.com/factory/b2b-22065838278406d342.html
S-930,Megger,TDR-689,,Wechat Num: 13027979560,"Dingyang E-commerce Supply Chain (Shenzhen) Co., Ltd.",China,,1688-2 years,Henry,https://www.1688.com/factory/b2b-22184752831737f119.html
S-931,Omron,1316,,Wechat Num: 18038076667,Shenzhen Bao'an District Xinqiao Guyi Electrical Appliance Store,China,,1688-13 years,Peter ,https://goodi520.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-932,ABB ,,,Wechat Num: 15867779592,"Wenzhou Guotuo Electric Co., Ltd.",China,,wecaht - 8 years,Hana,
S-933,Togami,1583,,Wechat Num: 152 7002 2340,"Hangzhou Fengneng Electronics & Electrical Co., Ltd.",China ,,wechat- 19 years,Hana,
S-934,Emerson ,1446,,Wechat Num: 15779887704,"Ganzhou Gemilian Automation Technology Co., Ltd.",China,,wechat - 2 years,Hana ,
S-935,Emerson ,1446,,Wechat Num: 19170459722,"Ganzhou Jingshuo Automation Equipment Co., Ltd.",China,,wechat - 3 years,Hana ,
S-936,Emerson ,1446,,Wechat Num: 13313430922,"Shanxi Runsheng Import and Export Co., LTD",China,,wechat ,Hana , https://www.rsautodcs.com/denglu/
S-937,Comat,1595,,Wechat Num: https://work.weixin.qq.com/u/vcaef01a135207d770?v=4.1.38.48842&bb=d113a0cd81,Zhongshan Xiaolan Town Shiling Electrical Appliance Store,China,,1688-16 years,Peter ,https://detail.1688.com/offer/529496755031.html?spm=a26352.22885112.offerlist.21.6f1b1e62wytSne
S-938,Eaton,1627,,Wechat Num: 19530082023,"Shanghai Hulang Electric Co., Ltd.",China,,1688-11 years,Henry,https://www.1688.com/factory/miaohi.html
S-939,Yokogawa,-,,Wechat Num: 17318512652,"Anhui Jianlong Engineering Co., Ltd.",China,,-,Alain,
S-940,INGERSOLL RAND,1607,,Wechat Num: 13618611011,"Wuhan Shengdeng Mechanical and Electrical Equipment Co., Ltd.",China,,1688-12 years,Peter ,https://detail.1688.com/offer/784343442349.html?spm=a26352.13672862.offerlist.1.165e1e62uGHA2S
S-941,LSIS,1623,,Wechat Num: 18159887802,"Ningde Aili Health Technology Co., Ltd.",China,,Wechat - 6 years,Hana ,
S-942,LSIS,1623,,Wechat Num: 13585806034,"Shanghai Luhong Mechanical and Electrical Equipment Co., Ltd.",China,,wechat- 11years,Hana,
S-943,ABB,1614,,Wechat Num: 13510454322,"Shenzhen Ruishengxincheng Technology Co., Ltd.",China,,wechat - 5 years,Hana,
S-944,ABB,1614,,Wechat Num: 13824300459,"Shenzhen Aerospace Dragon Electronic Technology Co., Ltd.",China,,wechat -14 years,Hana,
S-945,Nais,1609,,Wechat Num: 13588993658,"Yueqing Junxin Automation Equipment Co., Ltd.",China,,wechat - 10 years,Hana,
S-946,Nais,1609,,Wechat Num: ,Yueqing Liushi Harlin Electric Appliance Factory,China ,,wechat -13 years,Hana ,https://www.1688.com/factory/halindq.html
S-947,ABB,1614,,Wechat Num: linxiaopeng5201314,"Shenzhen Xinchengye Electronics Co., Ltd.",China,,wechat - 9 years,Hana,
S-948,Schneider,1627,,Wechat Num: 18606962262,"Hunan Xingrui Automation Technology Co., Ltd.",China,,wechat - 3 years,Hana,https://shop97yx2179872w4.1688.com/
S-949,EBM,1639,,Wechat Num: No,Shenzhen Futian District Bishijie Electronics Store,China,,1688-10 years,Henry,https://shop1452272916203.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-950,EBM,1639,,Wechat Num: No,Shenzhen Longgang District Kang Nijia Electronics Store,China,,1688-7 years,Henry,https://shop1p22p37806z03.1688.com/
S-951,EBM,1639,,Wechat Num: No,Shenzhen Bao'an District Tongsen Trading Company,China,,1688-2 years,Henry,https://shop205o98so83770.1688.com/
S-952,Michell,1643,,Wechat Num: 13590170602,"Shenzhen Junda Times Instrument Co., Ltd.",China,,1688-20 years,Henry,https://jd17.1688.com/
S-953,OLYMPUS ,1642,,Wechat Num: 13584954712,"Wuxi Matters Precision Technology Co., Ltd.",China,,1688-11 years,Henry,
S-954,OMRON,1656,,"WeChat ID: wxid_r0g7khuq9ejn22
Wechat Number: 15901761415","Shanghai Bingsai Industrial Control Equipment Co., Ltd.",China,,-,Alexander,
S-955,ABB,1664,,Wechat Num: 18860195849,"Fuzhou Hanbang Automation Equipment Co., Ltd.",China ,,wecaht - 3 year,Hana ,
S-956,THAMSON,1654,,wechat num:18022307774 ,"Guangzhou Bilin Bearing Co., Ltd",China,,1688:8 years ,Matin,https://inaskbearing.1688.com/
S-957,Mersen,TDR724,,Wechat Num: 18962263288,"Chicheng Electronic Technology (Suzhou) Co., Ltd.",China,,wecaht- 9 years,Hana ,
S-958,Mersen,TDR724,,Wechat Num: 182 2142 3398,"Shanghai Yinhan Intelligent Technology Development Co., Ltd.",China,,wecaht- 5years,Hana ,
S-959,Mersen,TDR724,,Wechat Num: 13348030878,"Suzhou Langdao Electronics Co., Ltd.",China,,Wechat- 3years,Hana ,
S-960,Mersen,TDR724,,Wechat Num: fengzhiquan88,"Jiangsu Xianzhou Electronic Technology Co., Ltd.",China,,Wechat - 4 years,Hana ,
S-961,Ashcroft,TDR-726,,Wechat Num: 18626215860,"Shanghai Zhengpu Automation Technology Co., Ltd.",China,,1688: 6 years ,Henry,https://shop3746h62904371.1688.com/
S-962,Ashcroft,TDR-726,,Wechat Num: 18701736781,"Shanghai Yunzhijiao Technology Co., Ltd.",China,,1688: 5 years ,Henry,https://shop340494e3be464.1688.com/
S-963,HYDAC,Inquiry 1689,,Wechat Num: 18980029504,"chengdu yiyu technology Co.,Ltd.",China ,,Alibab: 9 years ,MATIN,https://cdyiyu.en.alibaba.com/
S-964,HYDAC,Inquiry 1689,,Wechat Num: 13661803772 ,,China,,1688: 8 years ,MATIN,https://shop38c8059z511o2.1688.com/
S-965,Rittal,,,Wechat Num: 15618988613,"Shanghai Dalin Electric Co., Ltd.",China,,Wechat,Alexander,
S-966,Finder,TDR732,,Wechat Num: 18926061910 ,"Shenzhen Finder Electronic Technology Co., Ltd.",China,,wechat - 13 years,Hana ,
S-967,Finder,TDR732,,Wechat Num: 13964836868,"Qingdao Zifeng Trading Co., Ltd.",China,,wechat -12 years,Hana ,
S-968,ABB,1730,,Wechat Num: 13777036925,"Kunming Jubocheng Trading Co., Ltd.",China,,wechat 1 year,Hana ,
S-969,ABB,1730,,Wechat Num: 18860798475,"Huzhuancan (Yunnan) Trading Co., Ltd.",China,,wechat 1 year,Hana ,
S-97,Fatek,1722,,Wechat Num: 15002015020,"Business Scope of Nanning Liqishi Automation Equipment Co., Ltd.",China,,1688:10 years,Matin,https://gxriches.1688.com/
S-970,Fatek,1722,,Wechat Num :15012754905,"Shenzhen Yifeida Technology Co., Ltd",China,,1688:16 years,Matin,https://yfkj1201.1688.com/
S-971,Dold,1745,,Wechat Num: 13587708254,Yueqing Liushi Silu Electrical Appliances Business Department,China,,1688: 13 years,peter ,https://detail.1688.com/offer/617919897607.html?spm=a26352.13672862.offerlist.1.5e1a1e62YyMFkc
S-972,Dold,1745,,Wechat Num: 17621435028,"Lienchi Trading (Shanghai) Co., Ltd.",China,,1688: 6 years,peter ,https://detail.1688.com/offer/622225198934.html?spm=a26352.13672862.offerlist.154.5e1a1e62YyMFkc
S-973,GC valve,1732,,Wechat Num: NO,"Guangzhou Gaoyue Valve Manufacturing Co., Ltd.",China,,1688: 15 years,peter ,https://detail.1688.com/offer/734325230161.html?spm=a26352.b28411319.offerlist.6.12431e62lI6pDG
S-974,CAMERON,1749,,Wechat Num: 18050025540,"Xiamen Xingruijia lmport And Export Co., Ltd.",China,,1688: 8 years ,Alexander,-
S-975,CAMERON,1749,,Wechat Num: Wait,"Chengdu Sunshine Xihe Electric Co., Ltd.",China,,1688: 2 Year,Alexander,-
S-976,Dynisco,1779,,Wechat Num: 13360510512,"Shenzhen Hongyuan Automation Control Co., Ltd.",China,,Wechat - 10 years,Hana ,
S-221,Dynisco,1779,,Wechat Num: 13733417726,"Xiaogan Yueneng Electronic Technology Co., Ltd.",China,,Wechat - 10 years,Hana ,https://www.1688.com/factory/b2b-287145938118bbe.html
S-977,Dynisco,1779,,Wechat Num: 18151535630,"Wuxi Yuanlu Trading Co., Ltd.",China,,Wechat - 8 years,Hana ,https://yuanlucompany.1688.com/
S-978,Dynisco,1779,,Wechat Num: 13632120099,"Guangzhou Zheyuan Electronics Co., Ltd.",China,,Wechat - 11 years,Hana ,https://zheyuangz.1688.com/
S-979,Legrand,1789,,Wechat Num: 173 0505 6396,Jiehong Electronics Store (individual business owner) in Quanzhou Taiwan Investment Zone,China ,,wechat -2 years,Hana ,
S-980,Yuken,1800,,Wechat Num: 13303449807,"                         Jinzhong Youke Hydraulic Trading Co., Ltd.",China,,1688-9 years,Matin,https://www.1688.com/factory/b2b-266908605386046.html
S-981,Yuken,1800,,Wechat Num: 18968883180,     Yueqing Liushi Xinfeng Hydraulic & Pneumatic Factory,China,,1688-8 YEARS,Matin,https://www.1688.com/factory/b2b-4005397262664ed.html
S-982,Flexem,1801,,Wechat Num: 13655865359,Linhai Solan Air Compressor Business Department,China,,1688-15YEARS,Matin,https://lhslkyj.1688.com/
S-983,,1801,,Wechat Num: 18123892803,"Shanghai flexem Technology Co.,Ltd",China,,,Alexander,https://www.flexem.com/contact.html
S-984,Yuken,1800,,Wechat Num: 13428938658,"Shenzhen Hongjia Hydraulic Automation Equipment Co., Ltd.",China,,1688-12 years ,Matin,https://shop1374598988620.1688.com/
S-985,weidmuller,1827,,Wechat Num: 13559140589,"Fuzhou Nanrun Automation Technology Co., Ltd.",China ,,wechat 9 years,Hana ,
S-986,Omron,1826,,Wechat Num: 18925725594,"Dongguan Xunneng Electronic Industrial Control Co., Ltd.",China ,,1688-4 years,peter ,https://shop64w8166e358p3.1688.com/page/contactinfo.htm?spm=a2615.2177701.wp_pc_common_topnav.0
S-987,Weller,1835,,Wechat Num: 13686891921,"Guangdong Toli Electronic Technology Co., Ltd.",China ,,wechat - 5 years,Hana ,
S-988,Weller,1835,,Wechat Num: 18301962100,"Shanghai Casper Electromechanical Co., Ltd.",China0,,wechat - 15 years ,Hana ,
S-989,Yumo,1834,,Wechat Num: 008613968701161,"YUEQING CITY RUIHUA CABINET&WHOLE SET EQUIPMENT CO.,LTD",China,,Alibab: 17 years ,Matin,https://cnruihuaele.en.alibaba.com/
S-990,Weller,1835,,Wechat Num: 13588103131,"Hangzhou Nalong Electronic Technology Co., Ltd.",China ,,Wechat- 12 years,Hana ,
S-991,Weller,1835,,Wechat Num: 13928447768,"Shenzhen Minhao Electronic Technology Co., Ltd.",China ,,wechat -15 years,Hana ,
S-992,Weller,1835,,Wechat Num: 183  2103 8681 ,"Shanghai Qianhe Trading Co., Ltd.",China ,,wechat - 8 years,Hana ,
S-993,Yumo,1834,,Wechat Num: :008613356117886,"                  YUEQING YINGS IMPORT AND EXPORT CO.,LTD",China,,,Alexander ,http://www.yumoelectric.com/
S-994,Delta,1848,,Wechat Num: 13926848705,,China,,,Alexander ,
S-995,Delta,1848,,Wechat Num: 18664916726,,China,,,Alexander ,
S-996,Dranetz,TDR-758,,Wechat Num: 13817443004,"Gaomei Instrument (Tianjin) Technology Co., Ltd.",China,,1688-7 years,Henry,https://www.1688.com/factory/gmcicn.html
S-997,Dranetz,TDR-758,,Wechat Num: 13809860685,"Shenzhen Motech Mechanical and Electrical Equipment Co., Ltd.",China,,1688- 21 years,Henry,https://szmdjd.1688.com/
